Time(s),Lead3ElectricPotential(mV),HeartRate(1/min),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),OxygenSaturation,RespirationRate(1/min),SkinTemperature(degC),Carina-CarbonDioxide-PartialPressure(mmHg)
189.96,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.2,0.3
189.98,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.00,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.02,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.04,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.06,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.08,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.10,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.12,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.14,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.16,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.18,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.20,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.22,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.24,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.26,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.28,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.30,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.32,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.34,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.36,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.38,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.40,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.42,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.44,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.46,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.2,0.3
190.48,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.2,0.8
190.50,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.2,1.6
190.52,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.2,2.5
190.54,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.2,3.6
190.56,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.2,4.7
190.58,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.2,5.8
190.60,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.2,6.8
190.62,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.2,7.8
190.64,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.2,8.7
190.66,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.2,9.6
190.68,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.2,10.4
190.70,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.2,11.1
190.72,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.2,11.8
190.74,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.2,12.5
190.76,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.2,13.1
190.78,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.2,13.7
190.80,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.2,14.3
190.82,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.2,14.9
190.84,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.2,15.4
190.86,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.2,15.9
190.88,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.2,16.4
190.90,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.2,16.8
190.92,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.2,17.2
190.94,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.2,17.7
190.96,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.2,18.1
190.98,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.2,18.4
191.00,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.2,18.8
191.02,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.2,19.1
191.04,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.2,19.5
191.06,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.2,19.8
191.08,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.2,20.1
191.10,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.2,20.4
191.12,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.2,20.7
191.14,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.2,20.9
191.16,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.2,21.2
191.18,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.2,21.4
191.20,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.2,21.7
191.22,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.2,21.9
191.24,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.2,22.1
191.26,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.2,22.3
191.28,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.2,22.5
191.30,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.2,22.7
191.32,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.2,22.9
191.34,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.2,23.1
191.36,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.2,23.2
191.38,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.2,23.4
191.40,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.2,23.6
191.42,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.2,23.7
191.44,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.2,23.8
191.46,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.2,24.0
191.48,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.2,24.1
191.50,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.2,24.2
191.52,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.2,24.4
191.54,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,15.96,33.2,24.5
191.56,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.2,24.6
191.58,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.2,24.7
191.60,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.2,24.8
191.62,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.2,24.9
191.64,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.2,25.0
191.66,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.2,25.1
191.68,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.2,25.2
191.70,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.2,25.3
191.72,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.2,25.4
191.74,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.2,25.4
191.76,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.2,25.5
191.78,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.2,25.6
191.80,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.2,25.7
191.82,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.2,25.7
191.84,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.2,25.8
191.86,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.2,25.9
191.88,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.2,25.9
191.90,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.2,26.0
191.92,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.2,26.0
191.94,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.2,26.1
191.96,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.2,26.1
191.98,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.2,26.2
192.00,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.2,26.2
192.02,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.2,26.3
192.04,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.2,26.3
192.06,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.2,26.4
192.08,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.2,26.4
192.10,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.2,26.5
192.12,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.2,26.5
192.14,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.2,26.5
192.16,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.2,26.6
192.18,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.2,26.6
192.20,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.2,26.7
192.22,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.2,26.7
192.24,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.2,26.7
192.26,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.2,26.8
192.28,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.2,26.8
192.30,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.2,26.8
192.32,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.2,26.8
192.34,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.2,26.9
192.36,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.2,26.9
192.38,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,15.96,33.2,26.9
192.40,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.2,27.0
192.42,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.2,27.0
192.44,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.2,27.0
192.46,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.2,27.0
192.48,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.2,27.0
192.50,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.2,27.1
192.52,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.2,27.1
192.54,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.2,27.1
192.56,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.2,27.1
192.58,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.2,27.1
192.60,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.2,27.2
192.62,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.2,27.2
192.64,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.2,27.2
192.66,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.2,27.2
192.68,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.2,27.2
192.70,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.2,27.2
192.72,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.2,27.3
192.74,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.2,27.3
192.76,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.2,27.3
192.78,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.2,27.3
192.80,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.2,27.3
192.82,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.2,27.3
192.84,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.2,27.3
192.86,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.2,27.3
192.88,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.2,27.4
192.90,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.2,27.4
192.92,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.2,27.4
192.94,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.2,27.4
192.96,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.2,27.4
192.98,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.2,27.3
193.00,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.2,26.6
193.02,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.2,25.0
193.04,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.2,22.6
193.06,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.2,19.7
193.08,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.2,16.7
193.10,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.2,13.8
193.12,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.2,11.2
193.14,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.2,8.9
193.16,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,7.1
193.18,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,5.6
193.20,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,4.4
193.22,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,3.5
193.24,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,2.7
193.26,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,2.2
193.28,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,1.8
193.30,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,1.4
193.32,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,1.2
193.34,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,1.0
193.36,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,0.8
193.38,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,0.7
193.40,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.6
193.42,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,0.6
193.44,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,0.5
193.46,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,0.5
193.48,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.4
193.50,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,0.4
193.52,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,0.4
193.54,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,0.4
193.56,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,0.4
193.58,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,0.4
193.60,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.62,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.64,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.66,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.68,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.70,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.72,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.74,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.76,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.78,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.80,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.82,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.84,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.86,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.88,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.90,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.92,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.94,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.96,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
193.98,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.00,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.02,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.04,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.06,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.08,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.10,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.12,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.14,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.16,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.18,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.20,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
194.22,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,0.8
194.24,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,1.6
194.26,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,2.6
194.28,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,3.6
194.30,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,4.7
194.32,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,5.8
194.34,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,6.8
194.36,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,7.8
194.38,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,8.7
194.40,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,9.6
194.42,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,10.4
194.44,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,11.1
194.46,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,11.8
194.48,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,12.5
194.50,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,13.1
194.52,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,13.7
194.54,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,14.3
194.56,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,14.9
194.58,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,15.4
194.60,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,15.9
194.62,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,16.3
194.64,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,16.8
194.66,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,17.2
194.68,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,17.6
194.70,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,18.0
194.72,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,18.4
194.74,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,18.8
194.76,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,19.1
194.78,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,19.5
194.80,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,19.8
194.82,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,20.1
194.84,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,20.4
194.86,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,20.7
194.88,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,20.9
194.90,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,21.2
194.92,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,21.4
194.94,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,21.7
194.96,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,21.9
194.98,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,22.1
195.00,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,22.3
195.02,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,22.5
195.04,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,22.7
195.06,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,22.9
195.08,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,23.1
195.10,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,23.2
195.12,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,23.4
195.14,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,23.6
195.16,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,23.7
195.18,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,23.8
195.20,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,24.0
195.22,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,24.1
195.24,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,24.2
195.26,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,24.4
195.28,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,24.5
195.30,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,24.6
195.32,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,24.7
195.34,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,24.8
195.36,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,24.9
195.38,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,25.0
195.40,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,25.1
195.42,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,25.2
195.44,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,25.3
195.46,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,25.4
195.48,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,25.4
195.50,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,25.5
195.52,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,25.6
195.54,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,25.7
195.56,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,25.7
195.58,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,25.8
195.60,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,25.9
195.62,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,25.9
195.64,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,26.0
195.66,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,26.0
195.68,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,26.1
195.70,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,26.1
195.72,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,26.2
195.74,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,26.2
195.76,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,26.3
195.78,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,26.3
195.80,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,26.4
195.82,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,26.4
195.84,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,26.5
195.86,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,26.5
195.88,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,26.5
195.90,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,26.6
195.92,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,26.6
195.94,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,26.7
195.96,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,26.7
195.98,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,26.7
196.00,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,26.8
196.02,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,26.8
196.04,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,26.8
196.06,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,26.8
196.08,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,26.9
196.10,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,26.9
196.12,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,26.9
196.14,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,26.9
196.16,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,27.0
196.18,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,27.0
196.20,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,27.0
196.22,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,27.0
196.24,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,27.1
196.26,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,27.1
